rootfile	callNumber	pageNumber	multiPageSortOrder	title	author	imprintOrigin	bibId	holdingsId	lunaObjectId	lunaImageId	lunaURL	size4jpgURL	size5jpgURL	size6jpgURL	size7jpgURL	dateCreated	dateUpdated
143967	STC 17884 copy 1	leaf G2 verso (page 48) || leaf G3 recto (page 49)	31	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210638	1214982	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214982~210638	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143967.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143967.jp2&level=2&width=1683&height=1099	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143967.jp2&level=1&width=3367&height=2200	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143967.jp2&width=6734&height=4400	2016-12-06T16:36:27Z	2016-12-06T16:36:27Z
143968	STC 17884 copy 1	leaf G3 verso (page 50) || leaf G4 recto (page 51)	32	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210637	1214983	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214983~210637	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143968.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143968.jp2&level=2&width=1674&height=1096	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143968.jp2&level=1&width=3349&height=2193	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143968.jp2&width=6698&height=4386	2016-12-06T16:36:27Z	2016-12-06T16:36:27Z
143969	STC 17884 copy 1	leaf G4 verso (page 52) || leaf H1 recto (page 53)	33	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210636	1214984	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214984~210636	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143969.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143969.jp2&level=2&width=1681&height=1103	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143969.jp2&level=1&width=3363&height=2207	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143969.jp2&width=6726&height=4414	2016-12-06T16:36:27Z	2016-12-06T16:36:27Z
14397	STC 22313 copy 2	A2v || A3r	7	[King Richard II] The life and death of King Richard the second. With new additions of the Parliament scene, and the deposing of King Richard.	Shakespeare, William, 1564-1616.	1634	163923	157499	108704	141671	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~141671~108704	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1-6-NA/1072/014397.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1-6-NA/1072/014397.jp2&level=2&width=1768&height=1256	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1-6-NA/1072/014397.jp2&level=1&width=3537&height=2514	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1-6-NA/1072/014397.jp2&width=7075&height=5030	2014-12-30T17:31:15Z	2014-12-30T17:31:15Z
143970	STC 17884 copy 1	leaf H1 verso (page 54) || leaf H2 recto (page 55)	34	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210635	1214985	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214985~210635	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143970.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143970.jp2&level=2&width=1678&height=1100	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143970.jp2&level=1&width=3356&height=2200	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143970.jp2&width=6712&height=4401	2016-12-06T16:36:27Z	2016-12-06T16:36:27Z
143971	STC 17884 copy 1	leaf H2 verso (page 56) || leaf H3 recto (page 57)	35	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210634	1214986	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214986~210634	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143971.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143971.jp2&level=2&width=1678&height=1093	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143971.jp2&level=1&width=3356&height=2186	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143971.jp2&width=6712&height=4372	2016-12-06T16:36:27Z	2016-12-06T16:36:27Z
143972	STC 17884 copy 1	leaf H3 verso (page 58) || leaf H4 recto (page 59)	36	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210633	1214987	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214987~210633	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143972.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143972.jp2&level=2&width=1677&height=1103	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143972.jp2&level=1&width=3355&height=2206	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143972.jp2&width=6711&height=4414	2016-12-06T16:36:27Z	2016-12-06T16:36:27Z
143973	STC 17884 copy 1	leaf H4 verso (page 60) || leaf I1 recto (page 61)	37	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210632	1214988	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214988~210632	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143973.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143973.jp2&level=2&width=1677&height=1103	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143973.jp2&level=1&width=3355&height=2206	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143973.jp2&width=6711&height=4414	2016-12-06T16:36:27Z	2016-12-06T16:36:27Z
143974	STC 17884 copy 1	leaf I1 verso (page 62) || leaf I2 recto (page 63)	38	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210631	1214989	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214989~210631	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143974.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143974.jp2&level=2&width=1674&height=1103	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143974.jp2&level=1&width=3349&height=2207	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143974.jp2&width=6698&height=4415	2016-12-06T16:36:27Z	2016-12-06T16:36:28Z
143975	STC 17884 copy 1	leaf I2 verso (page 64) || leaf I3 recto (page 65)	39	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210630	1214990	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214990~210630	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143975.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143975.jp2&level=2&width=1670&height=1103	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143975.jp2&level=1&width=3341&height=2206	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143975.jp2&width=6683&height=4414	2016-12-06T16:36:28Z	2016-12-06T16:36:28Z
143976	STC 17884 copy 1	leaf I3 verso (page 66) || leaf I4 recto (page 67)	40	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210629	1214991	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214991~210629	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143976.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143976.jp2&level=2&width=1678&height=1103	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143976.jp2&level=1&width=3356&height=2207	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143976.jp2&width=6712&height=4414	2016-12-06T16:36:28Z	2016-12-06T16:36:28Z
143977	STC 17884 copy 1	leaf I4 verso (page 68) || back endleaf 1 recto	41	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210628	1214992	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214992~210628	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143977.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143977.jp2&level=2&width=1674&height=1099	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143977.jp2&level=1&width=3349&height=2200	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143977.jp2&width=6698&height=4400	2016-12-06T16:36:28Z	2016-12-06T16:36:28Z
143978	STC 17884 copy 1	back endleaf 1 verso || back endleaf 2 recto	42	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210627	1214993	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214993~210627	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143978.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143978.jp2&level=2&width=1674&height=1099	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143978.jp2&level=1&width=3349&height=2200	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143978.jp2&width=6698&height=4400	2016-12-06T16:36:28Z	2016-12-06T16:36:28Z
143979	STC 17884 copy 1	back endleaf 2 verso || back endleaf 3 recto	43	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210626	1214994	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214994~210626	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143979.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143979.jp2&level=2&width=1678&height=1100	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143979.jp2&level=1&width=3356&height=2200	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143979.jp2&width=6712&height=4400	2016-12-06T16:36:28Z	2016-12-06T16:36:28Z
14398	STC 22313 copy 2	A3v || A4r	8	[King Richard II] The life and death of King Richard the second. With new additions of the Parliament scene, and the deposing of King Richard.	Shakespeare, William, 1564-1616.	1634	163923	157499	108705	141681	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~141681~108705	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1-6-NA/1072/014398.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1-6-NA/1072/014398.jp2&level=2&width=1770&height=1260	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1-6-NA/1072/014398.jp2&level=1&width=3540&height=2521	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1-6-NA/1072/014398.jp2&width=7081&height=5043	2014-12-30T17:31:15Z	2014-12-30T17:31:15Z
143980	STC 17884 copy 1	back endleaf 3 verso || back inside cover	44	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210625	1214995	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214995~210625	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143980.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143980.jp2&level=2&width=1680&height=1110	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143980.jp2&level=1&width=3360&height=2220	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143980.jp2&width=6720&height=4440	2016-12-06T16:36:28Z	2016-12-06T16:36:28Z
143981	STC 17884 copy 1	back outside cover	45	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210624	1214996	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214996~210624	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143981.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143981.jp2&level=2&width=2406&height=3066	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143981.jp2&level=1&width=4813&height=6132		2016-12-06T16:36:28Z	2016-12-06T16:36:28Z
143982	STC 17884 copy 1	spine	46	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210623	1214997	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214997~210623	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143982.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143982.jp2&level=2&width=130&height=1541	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143982.jp2&level=1&width=261&height=3083	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143982.jp2&width=522&height=6166	2016-12-06T16:36:28Z	2016-12-06T16:36:28Z
143983	STC 17884 copy 1	head	47	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210622	1214998	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214998~210622	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143983.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143983.jp2&level=2&width=230&height=2372	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143983.jp2&level=1&width=462&height=4745		2016-12-06T16:36:28Z	2016-12-06T16:36:28Z
143984	STC 17884 copy 1	fore-edge	48	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210621	1214999	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1214999~210621	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143984.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143984.jp2&level=2&width=127&height=1544	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143984.jp2&level=1&width=255&height=3088	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143984.jp2&width=512&height=6177	2016-12-06T16:36:28Z	2016-12-06T16:36:28Z
143985	STC 17884 copy 1	tail	49	A game at chesse as it hath bine sundrey times acted at the Globe on the Banck side	Middleton, Thomas, d. 1627.	[1625?]	164514	158342	210620	1215000	http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1215000~210620	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/Size4/FOLGERCM1~6~6/647/143985.jpg	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143985.jp2&level=2&width=248&height=2411	http://luna.folger.edu:80/MediaManager/srvr?mediafile=/JP2K/FOLGERCM1~6~6/647/143985.jp2&level=1&width=498&height=4823		2016-12-06T16:36:28Z	2016-12-06T16:36:28Z
